Gene1,Gene2,Label
IVD,NFE2,0
PRSS2,CSNK2A1,0
POU2F3,URI1,1
SYNM,CARD9,0
THEG,CYB5R3,0
IFNA5,MIR30C1,0
CLCN1,SCN7A,1
APOA5,KRTAP10-8,0
ZDHHC23,PTPN12,0
KCNIP3,MMP7,0
POU6F2,ATOH1,1
STX17,TPX2,0
PCNP,CBLL1,1
AGER,DYNLT1,0
SP100,ZNHIT3,1
CSF3R,HLA-B,1
CNTFR,NEUROG1,1
TNFRSF9,RPS3A,1
CHRM3,GNAZ,1
GPC3,SIGLEC9,0
FGF4,PDF,1
FFAR3,KITLG,0
SETDB2,TBC1D20,0
SIX2,MYOC,1
NOBOX,ADH7,0
ITGAL,VIM,1
KRT71,BNIP1,0
KCNJ14,LSM6,0
TBL3,DDX1,0
SEMA7A,PRKRA,1
IGF2BP3,HNRNPUL1,1
EXPH5,SUMF2,0
CLNK,SYNM,0
POLR3G,NAT8B,0
IL5,CCL22,1
OTOR,B4GALNT1,0
BNIP1,CFLAR,1
CYP1B1,PAX6,1
GABRR1,GRIN2B,1
APOD,ACP6,1
MBD3,KDM4C,0
SYNE1,DYNC2H1,1
DDR2,USH2A,1
IFITM5,MAF,0
ABCG8,CLK1,0
INSL4,POMC,1
FGF12,CXCL6,1
FKTN,ARRDC3,0
MSTO1,CDCA2,0
CDO1,HRH1,1
APOA1,SERPING1,1
HLA-DOB,DNMT3B,0
ACADVL,PPARD,1
NR5A1,NCOA4,1
TYRO3,ADGRG1,1
RBSN,IGF2BP1,0
DRD4,KCNQ3,1
MRPS6,CHRM5,0
CCDC85B,IRF2BPL,0
FABP2,CLK2,0
HSPE1,B3GNT2,0
SLITRK1,RHAG,0
DPP3,C4BPB,0
ZDHHC17,LGALS9,1
GNLY,C2orf47,0
TPSAB1,SLC35A1,0
MGAT4B,SUMO3,0
NAALAD2,CEP152,0
HAUS2,HSPA5,0
CRYGD,ROM1,1
RCAN1,MECOM,0
DAOA,RAPGEFL1,0
EPHA2,PLXNA1,1
TRPV2,CHRM5,0
AP2S1,YKT6,0
ROR1,BDKRB2,1
GPR173,TBC1D10C,0
BCL2A1,RNF7,1
ELAVL1,DRG1,1
HTR2A,KCNC4,1
SLAMF1,TNFRSF11A,1
CHRM3,AVPR1B,1
CCL22,ZEB1,1
S100A8,SCG2,1
FES,GCG,1
VTI1B,CD70,1
CDH24,UBR2,0
SKA3,EDN3,0
UNC13B,ERCC2,1
WDR81,SGK2,0
RAB10,ARL2BP,0
BNIPL,RIPK1,1
CTSV,SAP130,0
CDH18,KBTBD7,0
SSTR3,WISP3,1
DEAF1,CPM,1
RBP1,OR2M4,0
CDH18,ABCB1,0
CEBPB,TAF5L,1
SNRNP35,GCSH,0
CLCN5,PILRA,0
ADORA2B,KLRC2,1
ZFHX3,TRAPPC2,1
LILRB2,ADAR,1
RELA,TNF,1
SF3B2,SRPK2,1
SLC6A2,FKBP4,0
IL13,CUTC,0
TBX3,UQCR11,0
AQP6,PEA15,1
CNGB1,OPA1,1
HMG20B,MCM10,0
DEK,FOXN1,1
EP300,P3H1,0
LGALS9,SEC24B,0
NLRP14,IGLV2-11,0
SLCO2B1,GCNT4,0
LILRB2,FGF18,1
ABHD2,SPPL2B,0
CP,CALR,0
KCNJ5,KCNE2,1
COL4A3,ATP8A2,1
NPR3,TBX3,1
PA2G4,ARID5B,1
IVD,OR8H1,0
GRM5,CALY,1
ABI2,PLD2,1
NINL,GNAT2,0
GAMT,KCNJ4,0
GYS1,ARL5B,0
PDF,TNFSF4,1
PCNA,PDGFRA,1
FLI1,BRAF,1
PTGDR2,FCGR1A,1
CLNK,BTK,1
KIAA1033,TFIP11,0
MALSU1,DUSP11,0
KLHL2,ASCC3,0
ADRA1D,ARVCF,1
HTR1B,HTR7,1
RPN2,UBA52,1
SMOX,IL12RB2,0
DNAJC4,MRPS18B,0
MOSPD2,NAIP,0
LRR1,SHPRH,0
ADORA2B,GPR1,1
GDI2,HOGA1,0
NRDC,PROK2,1
ARL3,LGI4,0
CYP4F22,CLEC3B,0
ASIC4,IGLV6-57,0
TAS2R1,CCL25,1
IL1RN,ITIH4,0
DUSP6,RXRB,0
EAPP,SMC4,0
FGF17,FGF16,1
EFNA3,PACSIN1,0
FES,CREG1,1
NBEAL2,VPS11,0
MSN,CCL4,1
ASPM,MSH3,0
UGGT2,PIK3AP1,0
SPIRE1,ARPC1A,0
MYH4,MAGED2,0
CDKL3,KRT6C,0
GPR35,DLD,0
VTI1B,PROK2,1
MRPL28,COPS4,0
ZNF559-ZNF177,AP1M1,0
SCAMP3,EHD3,0
NUFIP1,MED1,1
FARSB,NFIL3,0
CREBL2,CEP126,0
FAT1,TNFSF8,1
NAMPT,LILRB2,1
TCEB3B,POLR2I,1
OR6F1,BRD7,0
NPY,FSCN1,1
FGF13,PCDHA11,1
KCNQ3,CDH12,0
KCNH2,SNX18,0
IGSF6,IFITM1,1
NFKBIA,COX6C,0
MCIDAS,CDK9,0
WAS,CD22,1
ALDH1L1,CACNB1,0
OR5B17,OR2A12,0
OR2M5,PRDX5,0
ACSF3,TRAIP,0
HPCAL4,CLEC12A,0
EPHA3,SULT4A1,0
CNST,SIGLEC14,0
HTATIP2,TBX3,1
HCN4,GLRA1,1
MYL7,GPR182,0
GPR45,GRM1,1
ELMOD2,GRM1,0
NUPL2,CALR,1
SPAG1,ADAM20,1
TAF4B,OR10P1,0
KCNJ3,KCNN1,1
DDX47,SESN1,0
PCDHA4,PCDHGB4,1
ABCA7,LYPD1,0
LHX1,VEGFA,1
SLC39A2,PPP2R5A,0
RYBP,CLEC12A,0
BCL6,CXCR4,1
CDX2,MYEF2,1
CARM1,MYL6B,0
CYR61,POLA1,1
RIT2,HAP1,1
SRCAP,BRCA1,1
CCR6,NPY,1
TRHDE,SSTR2,1
CCR9,GPR37,1
KPNA5,SLC26A9,0
TRIM27,CD74,1
COL7A1,PTCH2,1
CNTN6,CAMK2N1,1
NUP62,PTEN,1
MRPL53,MAD2L2,0
RCAN3,EN1,1
STX2,PAX6,1
SYNCRIP,CNN2,0
ELF5,APEX1,1
CSF1R,UHRF1,1
RNF220,STAG3,0
MS4A2,TPX2,1
CFD,CTSF,1
FSCN2,PAX6,1
OTOA,PCBP1,0
EIF4EBP2,GXYLT1,0
DTYMK,CD70,1
GNB3,GPR37,1
SCTR,KCNK5,1
MYL6B,AICDA,0
NR2E3,HOXD13,1
HLA-DMB,NMD3,0
IBTK,GNAT1,0
AQP4,LGI1,1
CLCN6,FOXJ3,0
BSG,TRPV1,1
EPAS1,ERCC2,1
ADAM23,STAG3,0
OR10T2,CARF,0
CCDC28B,PSMA8,0
TCEB2,SLC7A7,1
CDK6,PCNA,1
SECTM1,VIPR1,1
CMKLR1,COL2A1,1
DEFB4A,NCF4,1
CDKN3,IFNW1,1
POLA1,TNF,1
SLC40A1,LZTR1,1
NDP,CDC25A,1
CHMP4B,PIP4K2C,0
CWC15,GPLD1,0
POU5F1,SP3,1
SSTR5,TSHR,1
RANBP9,KPNA3,1
AKAP9,SLC7A7,1
MIR199A2,BPY2C,0
ABCB9,MIR361,0
HRAS,CXCR2,1
IGLV3-1,EEF2,0
OLFM4,KLF10,0
ZSWIM7,BRF1,0
SELE,GAB1,0
GNE,PCDHGB4,1
RHOU,SPTY2D1,0
TTLL3,DSCAM,0
CRY1,ARNTL,1
CSH1,VPREB3,0
ALK,ITM2B,1
GMFB,NELL1,1
AP1G1,DHDH,0
SMARCB1,SMARCD1,1
NOTCH3,MBP,0
TMPRSS6,MMP12,1
ABCD2,CAPN7,0
LRP6,SNF8,0
SLC39A13,CALCOCO2,0
KRT9,CHD4,0
MAFG,ADRA2C,0
GPR176,SYT5,1
OR8U1,POMT1,0
FGF11,NR2C2,1
TCF19,CEP162,0
KCNN3,SMPD1,1
MARK1,ATP1A3,0
SHOX,CBFB,1
CPQ,PREP,1
POLR2E,TMF1,1
GCG,TSPY1,1
HSPA5,PSEN1,1
NFE2,BRIP1,1
NAALAD2,MASTL,0
ATM,RAD54L,1
SLC31A1,LRRC8E,0
ARVCF,ADGRG1,1
ADRA1D,GPR1,1
PIM1,BNIP3L,1
NF1,ADGRB1,1
TNIK,CPLX2,0
FGF8,CDK13,1
CDK3,IGFBP4,1
HTR1E,CCL2,1
EFNA3,EFNB2,1
CLK1,RBBP7,1
ACAA2,TBX3,0
LHCGR,APOF,0
C17orf89,RND1,0
INHBA,FGFBP1,1
GRIN2A,HTR7,1
NGLY1,NRN1L,0
EHF,STIL,1
ACSL6,ADGRG6,0
IL7R,ACHE,0
SETX,THAP1,0
OGDH,XYLB,1
AK6,ARF6,0
FTH1,NF2,1
DHX33,CCT8L2,0
SNAPC5,CBFB,1
APLNR,NPY4R,1
COX11,CENPC,0
TEN1,TAS2R41,0
ADRA2C,IL36G,1
TTC8,MYH8,0
ATP1A4,SCNN1A,1
ARSF,MED8,0
RANBP9,HMGA1,1
NEUROD2,PCDHA6,1
SSTR3,GDF5,1
MME,CD70,1
FAM21C,CST9,0
APLP1,NEURL1,1
HLA-G,DCDC2,1
EP400,APOBEC3F,0
CIZ1,RBBP6,1
CLCNKA,AAAS,0
KCNH4,IRF6,0
MCOLN2,AK9,0
ABCA3,ALB,1
CERS6,MICAL3,0
CLCN2,SLC39A14,0
PPP1R17,RPS6KA4,1
TINAG,PCDHA11,1
MBD3,HOXA5,0
MMP25,SYNE1,0
SMARCD1,URI1,1
KIR2DS2,EXOC5,0
GAS1,PLAGL1,1
SH3BP1,OR4E2,0
OR6F1,FDXR,0
CDO1,SLC44A1,0
OST4,LIN52,0
USH1C,CASP3,0
COL6A2,MAT2A,0
CHRM4,CDC16,1
GABPB1,UHRF1,1
SYT9,RHBG,0
CCR7,CACNA1A,1
EGR3,HILPDA,0
NSL1,FXYD3,0
CNGB1,DHRS3,1
SLC25A10,TMEM123,0
AKAP3,F2R,1
NMB,STC2,1
USP33,UBE2D3,1
RASGRP1,BOLA2,0
CIB1,CCR8,1
NDP,SSTR1,1
AIF1,BAP1,1
TNFSF10,GPR50,1
TNNC2,PTPN21,0
NLGN3,ADGRG1,1
TFG,THY1,0
BORCS5,GFRA3,0
KLRA1P,ASGR2,1
FKBP5,FXN,0
MAPK11,MKNK1,1
SLC25A13,ELP3,0
KIF1BP,CCDC85B,0
AURKAIP1,USP49,0
BPNT1,TMOD2,1
CLK1,ADRB2,0
PPL,HCN1,0
MCHR1,ALPL,0
ITLN1,MIEF2,0
MYO1E,NDOR1,0
POU1F1,FGFBP1,1
BTNL3,ACAT2,1
GJA1,SLC20A2,1
WNT5B,YAF2,0
MYOF,AGPAT1,0
PASK,TMEM147,0
FAT1,ACTN2,1
TFG,ZDHHC17,1
MED6,RCL1,0
SLC4A2,PROM2,0
AGTR2,PPP1R15A,1
SENP8,GPR173,0
PABPC1,PIGU,0
MRPL48,SERPIND1,0
RIDA,KIAA1462,0
OR5K3,H3F3C,0
RBPJL,PADI4,0
NPFF,TAAR5,1
PLK1,TGFBI,1
EFNB2,CXCL6,1
KCNN1,SLC1A3,1
MMP3,CASP3,1
ZAK,CLCN1,0
ARHGEF1,TNFSF8,1
MYBPH,IGLV2-23,0
CYP2A13,QSOX1,0
BBS1,LEO1,0
NKX2-2,SLC9B2,0
CDKN3,ING4,1
STAG2,GINS2,0
LILRB2,ITK,1
KHDRBS1,SYK,1
ADAM17,ECE2,1
ARIH2,INSL4,1
TNFRSF13B,SERPINF1,0
MUC5AC,OR9G1,0
SPANXA1,BRD2,1
TMED1,BMP4,0
TCF25,SH2D3A,0
SNRNP35,KIF4B,0
SLC27A5,USP35,0
LGI4,TKT,0
IFNAR1,TNF,1
BCAT1,BCAT2,1
EMP3,HNF4A,0
CDH10,ERAP2,0
FBXO22,ZNF385B,0
F2,PHEX,1
EVI5,BLZF1,1
PCDHB5,F2R,0
ADA,PSMD12,0
METAP2,LIPT1,1
RAB27A,NA,0
COMP,MMP17,0
ZNF425,PNMT,0
GRB2,ASH1L,1
TREM1,YWHAE,1
RAB8B,SERPINA3,0
PIK3CB,UBE2V1,1
BNIP1,SGPL1,1
BAIAP2,PARD6B,1
GAS6,CBFA2T2,1
CNTN6,AOC3,1
IL32,ITGBL1,1
EXOC8,KIAA1161,0
GRIN3A,BPIFA2,0
SLC43A2,IL5RA,0
RPL11,RPL22,1
ADCY7,SLC6A15,0
GJB2,ECE2,1
PTEN,TP53I11,1
PLK1,CD74,1
PPARD,STIL,1
HCRTR1,NPY,1
POU1F1,GNPAT,1
TRIM3,HES1,1
DHRS2,TMX3,0
SHISA5,GTF3C6,0
CTSB,FBXO2,1
RHOC,DUOX2,0
MMP2,XPNPEP1,1
PGF,TNFSF4,1
KRTAP4-9,SSB,0
FOSB,LENEP,1
KLK5,LAMB3,1
PCSK2,PTHLH,1
BCL6,VIP,1
PPP1R13B,CCL23,0
INSL4,PRL,1
USP24,TMEM5,0
PPP6R3,SIGLEC7,0
ASB18,TMEM123,0
PAX2,PAX3,1
ADH7,SDHA,1
PLA2G2D,IL9,1
HIPK1,SNAPC1,0
LAMA1,TMC8,0
NINL,ZNF366,0
TPCN1,OR1J2,0
NDP,TSHR,1
PTGER2,C3AR1,1
EIF3E,SDK1,0
GJB7,USP21,0
RPL6,MMACHC,0
TACSTD2,IFITM1,1
SLC20A1,STX8,1
BIRC3,IL27RA,1
PAX3,POLR2G,1
PMS2,TRIM16,0
CPA3,ATG4C,1
PCDHB3,TAAR5,1
LHB,OR2W1,0
CLIC4,ACVRL1,1
SRCAP,STAT6,1
SAMD8,UNC5B,0
FFAR3,TAAR8,1
PDZK1,RAF1,1
RELA,SUPT5H,1
MAGEA2,ARPC2,0
SPDYC,BCL3,1
NR5A1,IL17A,1
MRPL46,RBM6,0
FLI1,NRP1,1
GFRA3,MRPL22,0
UBE2V2,HDAC9,1
IDH1,SLC5A2,1
IL1RAPL2,FGF21,0
CKLF,KLF10,1
S100A9,CCL17,1
MYBBP1A,LIMD1,1
SCML2,HOXB5,1
FPR2,CAPZA1,1
PDHA1,OR56A5,0
PCDHA6,CPNE6,1
GRM8,RDH5,1
FBXL6,MBTPS1,1
PHLDA3,WNT2B,1
IL7R,SMAD9,0
CYC1,IBTK,0
ADRA1D,GPR35,1
INSL4,CXCL11,1
MIR30C1,HEBP2,0
HTR1D,CACNA1A,1
COTL1,BIN3,0
PIM1,REG1B,1
MARK1,NEK11,1
FSHR,GPR17,1
RPL5,RPL7,1
MAGI1,CHST10,1
TRIT1,CYP2A13,0
COPS5,NFIX,1
TNFRSF9,POU1F1,1
FUT4,CERS3,0
SLC39A8,WBSCR22,0
NR5A1,GJB2,1
GML,MATK,1
TBX1,HIRA,1
IKZF1,RFC5,0
TNFAIP6,FGFBP1,1
VCX,PPP2R5A,0
LSAMP,MSI1,1
MPO,PSEN1,1
HSD3B7,RANBP9,0
FLT1,CDS1,0
HP,TPK1,0
BUD31,MED27,1
RDH10,NDP,1
CDK7,EGFR,1
IFI35,OR5M9,0
CD93,MMP14,0
NRF1,TFAP2B,1
SLC30A8,WIZ,0
CXCL8,ROBO4,1
GLI2,SFTPB,1
MST1R,IL32,1
CXCR2,CCL14,1
CSF3,IGF1R,1
FBXO22,SRRM1,0
CHUK,CLTCL1,1
SDHB,PPP4R2,0
LRRC41,MIR518D,0
ZHX3,PA2G4,1
POMT1,BST1,1
ARF6,TYRO3,1
DISP3,ACSF3,0
EYA4,CLTCL1,1
CLEC2D,IL27RA,1
MYO18A,JUN,0
EPHB3,CHST4,0
RPL38,MRPL12,1
CPQ,ADAMTS4,1
ESRRB,EXOC5,0
MMP25,PLA2G4E,0
TCIRG1,CPA2,0
CCL23,ZYX,1
ARID2,OR51V1,0
RPA3,MCM3AP,1
TRAPPC3,GDNF,0
THAP12,UMOD,1
TFCP2,BLZF1,1
CCL24,VIPR2,1
STIP1,SMAD7,1
DISC1,GPHB5,0
ARIH2,ENDOU,0
CDX2,ECD,1
KRT28,LIPE,0
SLIT1,KPTN,0
CRYZ,RPGR,1
XRCC2,XRCC3,1
ANXA6,ATP6V0B,0
RHBDL1,SH2D3C,0
AGTR2,PPP2R2A,0
GABRR1,DRD4,0
SCN5A,F2RL2,0
SLC4A2,RIMS1,0
FGF13,ST8SIA2,1
MIR181D,CLEC4C,0
ANKRD11,OARD1,0
CXCR6,TAS2R1,1
THEG,PROK2,1
ZNF354A,MED26,1
A1BG,DHTKD1,0
GATSL3,OST4,0
TMEM198,HPSE2,0
PDCD11,RPL23A,0
DES,SCN7A,1
PTHLH,CNOT8,1
CRMP1,FGF12,1
SYNE3,FKBP1A,0
CTNND2,ARF6,1
TTC7B,HNRNPC,0
OR10A7,IGLC6,0
CYP19A1,SYNE3,0
TPX2,TSPY1,1
USP21,SKA2,0
CXCR3,RS1,1
PHEX,TSHR,1
GABRB1,PSMD13,0
AOC1,NDUFV1,0
MYO5A,MIR181B2,0
SUGP1,TRPM6,0
POMT1,FLRT2,0
DNPEP,MIR361,0
CHRNA4,CRMP1,1
CLK1,NRDC,1
CKLF,FZD3,1
RHAG,PDCD11,0
UGT2B28,FASN,0
NFATC1,CTNNB1,0
CRYGD,DDX19B,0
SH3PXD2B,NUDT21,0
GHR,EFEMP1,0
GLIPR1,SGCZ,0
FPR2,PSTPIP1,1
CTSS,CNNM2,0
FAT1,SIRPG,1
EXOSC8,RRP8,0
PTEN,CNOT8,1
PYY,CCL22,1
ADAMTS9,TP53,1
ASGR2,SAG,1
EFR3B,SUN1,0
MAP3K7,ACVR1,1
CELA3B,LYPD3,0
CEBPA,ATPIF1,1
DNM1L,TFAP4,1
CDK2,TTK,1
GZMB,CXCR4,1
MTTP,GFRA2,0
RPS3A,STK17B,1
SLC7A2,SLC7A6,1
CCL27,TNFRSF4,1
YKT6,BAIAP2L1,0
KIF15,REG1B,1
ABHD12,CNOT1,0
GALNT7,DEFB4A,0
ASNS,HEXA,0
SLC25A17,GJB2,1
PRDX1,CBFA2T2,1
ARAP1,NFIL3,0
GALNT13,ADIPOR2,0
IRF6,AKAP3,0
CNPY4,ATP6V1H,0
FTH1,IGFBP4,1
ACAD8,LRRC6,0
MMP15,PDE12,0
CEPT1,ERCC2,0
DHDH,TRIB3,0
TMEM8B,PPFIA2,1
CDH12,ZDHHC8,0
AHR,NR5A2,1
MAP3K9,NEUROG1,0
KIR2DL3,ARHGDIB,1
DIS3L,PHPT1,0
PCDH1,PCDHA6,1
SEMA3C,CCR9,1
NFATC2,RPL6,1
PRKCE,TNFSF8,1
DFNB31,PARVA,0
FMO3,IZUMO1,0
RANBP9,PPP2R1A,1
ARSA,KIF5B,0
DTX1,BTF3,1
NEUROG1,SOX12,1
PLD4,PFKFB2,0
PEPD,GMFB,0
DDX3X,CSNK2B,0
NECTIN3,SP7,0
OR4E1,EIF3K,0
LTB4R,DPP8,1
SF3A3,RP9,1
CCL26,CYBB,1
PARP1,CARD10,0
MTPN,ITGA3,0
RRP7A,OR5P2,0
SLC4A5,OR4D11,0
TCP1,MARVELD2,0
CNTN6,APC,1
FERMT2,HAUS4,0
SNAPC5,BATF3,1
ARHGAP28,SOCS4,0
ELF3,ETV1,1
P3H4,MAP3K2,0
NUDT21,SFPQ,1
NFYC,DHX16,1
CALCOCO2,CWC15,0
LILRB2,CD2,1
CYP2D6,XPNPEP1,0
UNC13B,AQP6,1
VPS36,GPLD1,0
PYY,EVI5,1
CD96,PMPCA,0
TARDBP,STAT1,1
OR6S1,ITGA3,0
BNIP2,BRAF,1
RAB32,GJC1,0
CASP14,LAMC2,1
VPS16,NLRC3,0
CXCL6,SRD5A2,1
TBX3,SMARCA5,1
ADCY7,PCBD1,0
VCAN,MMP11,1
DNAJB4,PDCL,0
NFATC1,CREB5,1
MTCP1,CDC25B,1
GCA,OTOF,1
IL32,CHST10,1
AMFR,CCL4,1
KIF4B,FAH,0
BOD1L1,IL23R,0
SCFD1,DDX4,0
TFCP2L1,MAGEA2,0
PPFIBP1,MAGI1,1
MYL6,GLIPR1,0
NAA11,UBA2,0
CARHSP1,STYXL1,1
CALY,PLP1,1
TAF9,RUNX3,1
CEBPB,COPS2,1
RRH,USH2A,1
EN1,COL1A1,0
P2RY2,RASL10A,0
LACTB,RAP2C,0
TIMM13,KCNE1,1
LHX1,ABLIM1,1
CDK5,CDC16,1
KCND2,OPRK1,1
CCL27,KPNA5,0
TRIM29,HSF2,1
FGFR4,FLT1,0
ZNF425,GINS3,0
NPY,SCG2,1
SFRP4,OR8H1,0
LY6D,PSTPIP1,1
NANOG,CDC27,1
ERAP2,ACVRL1,1
DNAJC4,PRMT7,0
AQP4,SHOX2,1
DFNA5,EYA1,1
GPR75,GHSR,1
CCL3,CCL18,1
ADH4,ALDH9A1,1
LYVE1,CXCL8,1
BRD4,WWP2,0
BRF2,FGD4,0
ADA,IL13,1
HSF2,STAT1,1
PACSIN1,COX11,0
MEF2A,SRI,1
ITGA5,FEZ1,1
CSF1R,KRT16,1
ANGPTL4,AGGF1,1
SKAP2,VAPB,1
ACAT2,CH25H,1
STX2,FGF16,1
TUBGCP2,WASL,1
PCNA,TNFRSF17,1
OPN3,GPR19,1
LIAS,MXRA5,0
ADGRB1,PRKRA,1
ARHGDIA,ACVRL1,1
ADAT2,CNPY3,0
GPR42,AKAP12,1
EYA4,RPGR,1
BPTF,TCF25,1
LAMC1,VTN,1
IFNGR1,URI1,1
PAX5,GNPAT,1
CSH1,DNPH1,0
TAAR6,HTR5A,1
IVL,ADCYAP1,0
MLLT3,GPR78,0
AGTR2,EPHA5,0
IFI30,ANGEL2,0
IFNB1,STAT1,1
MLKL,LAMC2,0
KRT79,LTA4H,0
HS3ST5,ACSM2B,0
HTT,PITX2,1
SEMA3F,MAD2L2,0
RHOU,DUSP1,0
USP43,OR1I1,0
JOSD2,NBPF3,0
OR4C6,TUBB2B,0
TACSTD2,CKLF,1
HNRNPK,HPSE,0
RNF5,SLC9A6,0
ITGA3,RPS27L,0
GPSM2,CCL17,1
KCNMA1,SLC6A2,1
DPYSL4,AZU1,0
MCF2L,STIM2,0
SLC39A2,CTSV,0
C1QB,DLX1,0
GREM1,BST1,1
CRB1,GDF5,1
CDK6,TALDO1,0
MYO1A,AGRN,0
OR5V1,NCKAP1,0
ACKR4,RAG1,1
OR4D11,LAPTM4B,0
CIB1,PCDHB6,1
IFITM2,C1QBP,1
UTP20,BTG1,1
CACNG8,GREM1,0
NCL,NUDT19,0
KIAA1033,BLID,0
GPC5,LYPD8,0
CRIM1,ST8SIA4,1
MYLIP,PCDHA6,1
SETMAR,FGFR4,0
ELFN2,ERCC6L2,0
NKX6-3,PAPD5,0
KRT78,AIPL1,0
CDK17,SRPK1,1
SLC15A2,UNC13A,0
AWAT2,RAPGEF1,0
TNFSF10,TNFSF18,1
SHOX,CLEC3B,1
FBXL16,DBT,0
SUFU,CASP8,1
ABI1,ETS1,1
ADRA2C,FGF12,1
ADORA1,CNTN4,1
DISC1,VPS28,0
CCR3,CCL18,1
PAFAH1B3,ST8SIA2,1
GJB1,DPYSL5,1
AHNAK,CNPY3,0
ETV1,MAF,1
COL3A1,NPY4R,1
FGR,ABCE1,1
NUDT11,SCAMP5,0
PPEF2,CLEC9A,0
IDUA,SEPT6,0
KRTAP21-2,NA,0
GAGE1,TRAT1,1
VCAN,AGGF1,1
KCNA3,KCNC4,1
GAL,METTL1,0
ST6GALNAC2,PRKD3,0
POLR3A,DDX4,0
TCF25,OR1J1,0
BNIPL,IRF2BPL,0
SUN1,IGLV3-25,0
IMP3,ZNF366,0
NFE2L1,CREB5,1
ARF6,ATP2A2,1
EPS15,AREG,1
SPEN,SUCNR1,0
CGREF1,GML,1
PRPF8,SRSF7,1
MSL3,GCNT2,1
CCR8,ITGA11,1
MAX,NFRKB,1
TROAP,SEMA5A,1
TOB2,FGFBP1,1
KRT7,ABCC6,0
NXF3,GABBR1,0
DLAT,MRPS14,0
RARG,RREB1,1
IL24,ING4,1
ADRA2A,GPR19,1
IGHG2,RHOQ,0
CDKN1A,THAP12,1
USP51,BAK1,0
SLC25A12,SLC25A14,1
RORB,TRAPPC2,1
USH2A,FEZ1,1
MAPKAP1,OR2AP1,0
LMO1,MCL1,1
CDK6,POLR3D,1
GALNT11,ADORA2B,0
SLC17A1,SLC34A1,1
AOAH,RASGRP3,0
BRCC3,CLP1,0
NCBP1,SNRPD1,1
FNTA,GDF9,1
PRPH2,SIX3,1
ERCC8,IGF1R,0
PBX3,EXT1,0
HRAS,APLP1,1
MTRNR2L5,PGC,0
LEFTY2,CHST13,0
APBA2,SEMA5A,1
HSPA9,BCL2A1,1
ATP8A2,APOA4,0
SPANXA1,MYLK,0
HIPK3,DHCR24,1
LCE1D,NTS,0
OR51B5,AGTR1,0
C19orf66,SH3BP4,0
HTT,IL1B,1
SCUBE3,ADCY5,0
GDF11,ADAMTS4,1
NCF4,OPRK1,1
UGT1A1,DCTN1,0
LRRC8A,HTRA4,0
GLI2,PPIL2,0
FAT1,CDHR2,1
GCG,TMEM127,0
CCR5,TRH,1
RCAN1,AK7,0
NUDT4,TACSTD2,0
MID2,OR2J1,0
MLN,S1PR4,1
PTAFR,TPRA1,0
GH1,GAB1,0
SIX2,GEMIN6,0
ACOT12,MRPL55,0
SEMA3C,ABCG2,1
ISLR,ARVCF,1
COL16A1,LIN7C,0
EMP3,CXCL8,1
ZDHHC5,NDUFS3,0
RNF182,CSNK1E,0
CDK9,TRAIP,1
CCL25,S1PR4,1
SP4,BLZF1,1
MSL3,ARHGDIB,1
INCENP,MAGEA1,0
MAU2,MARCH6,0
OR2M3,OR2A25,0
ALOX12B,TGM5,1
ACSL3,KCNA3,0
POLD1,NCOA7,0
PCSK9,NGFR,0
FRAT2,GCLM,0
SPP2,CALCA,1
EYA3,WNT2B,1
SACS,TRIM39,0
SRPX2,NR5A1,0
CUL9,CELF1,0
PPP1R13B,BNIP3L,1
P2RX1,SLC37A2,0
GJA1,PCSK2,1
MLC1,CLSPN,0
OTUD1,HACD3,0
STK3,NEK11,1
KCNF1,HSPE1,0
IFNLR1,RPL10A,0
SPINT2,KRT86,0
RABL2B,PCBP2,0
CHRNG,UTRN,1
CARD10,DNAJC19,0
TRIM27,UBE2V2,1
CDO1,S1PR3,1
TRIM13,LZTR1,1
STAB1,GJB1,1
PTGER3,SCTR,1
HEYL,FGF17,1
GRM7,HCRTR1,1
HCRTR1,KRTAP15-1,0
KRTAP5-11,APOBEC2,0
UPK1A,SIRPB1,0
ABCB8,GJA8,1
PMF1,FEV,1
ADORA2B,MIR23A,0
SF3A3,SFPQ,1
CNTFR,ST8SIA2,1
GPR45,NEUROD2,1
CRYBB3,TYR,1
SLC35D1,MMP10,0
DDX41,CXCR4,1
KLF3,RBBP7,1
MYO5A,HSD17B3,0
FARP1,LSM8,0
PLAGL1,INSC,0
ARVCF,CCL4,1
PDCD7,YWHAG,0
INHA,SH3BP1,0
TGFB2,FGF16,1
BEX3,MITD1,0
APRT,E2F2,0
TCIRG1,CRB2,0
DNM1L,CDK2,0
IL9,S100A8,1
INHBA,CCL20,1
BHMT,B4GALNT1,0
GSS,LSAMP,1
LRCH4,NDP,1
INIP,CSE1L,0
LHB,SRD5A2,1
F2,LEFTY2,1
SKA3,TUBB8,0
MEFV,BCL6,1
ITGA9,DDR2,1
TRDN,CRYAB,1
CHKA,MGST3,1
PAX3,CCL2,1
MSL3,ZFP36,0
PSMB10,CCL2,1
CARHSP1,KRTAP6-2,0
S1PR3,SSR1,1
MIR873,HOMER2,0
KIF15,CTDSP2,0
ABCB8,POLR2E,0
OXA1L,SLC9A3R1,1
TMED7,CHADL,0
NOP2,CCL14,1
CHRM4,FSCN1,1
TRMT10C,MSL1,0
EDNRA,P2RY4,1
HDLBP,IGLV2-23,0
INHBA,PGF,1
CDO1,RPS2,0
